Fighter,Winner,Winner_binary,L,Stance,Stance_Orth,Stance_South,Stance_Switch,Ht.,Reach,Wt.,W,Date of Fight,Birth Date,Age at Fight
Anton Kuivanen,Red,0,1,Orthodox,1,0,0,172.72,182.88,155,1,2013-02-23,1984-05-01,29
Josh Neer,Red,0,8,Orthodox,1,0,0,180.34,182.88,170,6,2013-02-23,1983-03-24,30
Lavar Johnson,Red,0,1,Orthodox,1,0,0,193.04,208.28,240,2,2013-02-23,1977-06-11,36
Robbie Lawler,Blue,1,3,Southpaw,0,1,0,180.34,187.96,170,4,2013-02-23,1982-03-20,31
Matt Grice,Red,0,4,Orthodox,1,0,0,172.72,177.8,145,2,2013-02-23,1981-07-29,32
Caros Fodor,Red,0,0,Orthodox,1,0,0,175.26,187.96,155,0,2013-02-23,1984-01-07,29
Brock Jardine,Red,0,1,Orthodox,1,0,0,180.34,,170,0,2013-02-23,1985-07-10,28
Yuri Villefort,Red,0,0,Orthodox,1,0,0,182.88,185.42,170,0,2013-02-23,1991-03-23,22
Neil Magny,Blue,1,0,Orthodox,1,0,0,190.5,203.2,170,0,2013-02-23,1987-08-03,26
Dustin Poirier,Red,0,1,Southpaw,0,1,0,175.26,182.88,155,5,2013-02-16,1989-01-19,24
Michael McDonald,Red,0,0,Orthodox,1,0,0,175.26,177.8,135,4,2013-02-16,1991-01-15,22
Danny Castillo,Blue,1,2,Orthodox,1,0,0,175.26,180.34,155,4,2013-02-16,1979-08-25,33
Renee Forte,Blue,1,1,Orthodox,1,0,0,170.18,180.34,155,0,2013-02-16,1987-03-27,26
Cyrille Diabate,Red,0,2,Southpaw,0,1,0,198.12,205.74,205,4,2013-02-16,1973-10-06,39
Ryan Jimmo,Red,0,0,Orthodox,1,0,0,185.42,185.42,205,1,2013-02-16,1981-11-27,31
Jorge Santiago,Red,0,4,Orthodox,1,0,0,185.42,190.5,170,1,2013-02-16,1980-10-09,32
Matthew Riddle,Draw,0,4,Southpaw,0,1,0,185.42,193.04,170,7,2013-02-16,1986-01-14,27
Josh Grispi,Red,0,3,Orthodox,1,0,0,180.34,187.96,145,0,2013-02-16,1988-10-14,24
Motonobu Tezuka,Red,0,1,Southpaw,0,1,0,170.18,,135,0,2013-02-16,1987-08-29,25
Stanislav Nedkov,Red,0,1,Orthodox,1,0,0,180.34,180.34,205,1,2013-02-16,1981-12-09,31
Ulysses Gomez,Red,0,1,Orthodox,1,0,0,167.64,,125,0,2013-02-16,1983-05-25,30
Jay Hieron,Red,0,3,Orthodox,1,0,0,182.88,190.5,170,0,2013-02-02,1976-07-29,37
Frankie Edgar,Red,0,4,Orthodox,1,0,0,167.64,172.72,135,9,2013-02-02,1981-10-16,31
Rogerio Nogueira,Blue,1,2,Southpaw,0,1,0,187.96,190.5,205,3,2013-02-02,1976-06-02,37
Demian Maia,Blue,1,4,Southpaw,0,1,0,185.42,182.88,170,11,2013-02-02,1977-11-06,35
Ian McCall,Red,0,2,Orthodox,1,0,0,165.1,162.56,125,0,2013-02-02,1984-05-07,29
Bobby Green,Blue,1,0,Orthodox,1,0,0,177.8,180.34,155,0,2013-02-02,1986-09-09,26
Antonio Silva,Blue,1,1,Orthodox,1,0,0,193.04,208.28,264,1,2013-02-02,1979-09-14,33
Evan Dunham,Blue,1,3,Southpaw,0,1,0,177.8,177.8,155,6,2013-02-02,1981-12-18,31
Dustin Kimura,Blue,1,0,Orthodox,1,0,0,170.18,180.34,135,0,2013-02-02,1989-05-21,24
Francisco Rivera,Blue,1,2,Orthodox,1,0,0,172.72,177.8,135,1,2013-02-02,1981-10-08,31
Isaac Vallie-Flagg,Blue,1,0,Orthodox,1,0,0,172.72,177.8,155,0,2013-02-02,1978-04-08,35
Donald Cerrone,Red,0,1,Orthodox,1,0,0,185.42,185.42,155,6,2013-01-26,1983-03-29,30
Pascal Krauss,Blue,1,1,Orthodox,1,0,0,185.42,,170,1,2013-01-26,1987-04-19,26
Hatsu Hioki,Red,0,1,Orthodox,1,0,0,180.34,185.42,145,2,2013-01-26,1983-07-18,30
Vladimir Matyushenko,Red,0,4,Orthodox,1,0,0,182.88,187.96,205,7,2013-01-26,1971-01-04,42
Matt Wiman,Red,0,4,Orthodox,1,0,0,177.8,172.72,155,9,2013-01-26,1983-09-19,29
Glover Teixeira,Blue,1,0,Orthodox,1,0,0,187.96,193.04,205,2,2013-01-26,1979-10-28,33
Ricardo Lamas,Blue,1,0,Orthodox,1,0,0,172.72,180.34,145,3,2013-01-26,1982-05-21,31
John Dodson,Red,0,0,Orthodox,1,0,0,160.02,167.64,135,3,2013-01-26,1984-09-26,28
Shawn Jordan,Blue,1,1,Southpaw,0,1,0,182.88,190.5,260,1,2013-01-26,1984-10-21,28
Sean Spencer,Red,0,0,Orthodox,1,0,0,177.8,187.96,170,0,2013-01-26,1987-06-25,26
David Mitchell,Blue,1,2,Orthodox,1,0,0,182.88,190.5,170,0,2013-01-26,1979-10-24,33
Lucas Martins,Red,0,0,Southpaw,0,1,0,182.88,182.88,145,0,2013-01-19,1988-11-11,24
Ben Rothwell,Red,0,2,Orthodox,1,0,0,193.04,198.12,265,2,2013-01-19,1981-10-17,31
Milton Vieira,Red,0,1,Orthodox,1,0,0,182.88,,145,0,2013-01-19,1978-10-04,34
Michael Bisping,Red,0,4,Orthodox,1,0,0,185.42,190.5,185,13,2013-01-19,1979-02-28,34
Andrew Craig,Red,0,0,Orthodox,1,0,0,185.42,193.04,170,2,2013-01-19,1986-01-15,27
CB Dollaway,Blue,1,4,Orthodox,1,0,0,187.96,193.04,185,6,2013-01-19,1983-08-10,29
Nik Lentz,Blue,1,4,Orthodox,1,0,0,172.72,172.72,145,6,2013-01-19,1984-08-13,28
Khabib Nurmagomedov,Blue,1,0,Orthodox,1,0,0,177.8,177.8,155,2,2013-01-19,1988-09-20,24
CJ Keith,Red,0,1,Orthodox,1,0,0,182.88,,155,0,2013-01-19,1986-08-09,26
Ildemar Alcantara,Blue,1,0,Orthodox,1,0,0,187.96,198.12,185,0,2013-01-19,1982-11-18,30
Pedro Nobre,Draw,0,0,,0,0,0,165.1,,135,0,2013-01-19,1986-02-13,27
Jamie Varner,Blue,1,2,Orthodox,1,0,0,172.72,180.34,155,2,2012-12-29,1984-10-12,28
Eddie Wineland,Blue,1,2,Orthodox,1,0,0,170.18,175.26,135,1,2012-12-29,1984-06-26,29
Joe Lauzon,Red,0,4,Orthodox,1,0,0,177.8,180.34,155,9,2012-12-29,1984-05-22,29
Byron Bloodworth,Red,0,1,Orthodox,1,0,0,172.72,,135,0,2012-12-29,1983-08-16,29
Constantinos Philippou,Blue,1,1,Orthodox,1,0,0,180.34,185.42,185,4,2012-12-29,1979-11-29,33
Cain Velasquez,Blue,1,1,Orthodox,1,0,0,185.42,195.58,240,8,2012-12-29,1982-07-28,30
Derek Brunson,Blue,1,0,Southpaw,0,1,0,185.42,195.58,185,0,2012-12-29,1984-01-04,29
Alan Belcher,Red,0,4,Orthodox,1,0,0,187.96,190.5,185,9,2012-12-29,1984-04-24,29
Myles Jury,Blue,1,0,Orthodox,1,0,0,177.8,185.42,145,1,2012-12-29,1988-10-31,24
Max Holloway,Blue,1,1,Orthodox,1,0,0,180.34,175.26,145,2,2012-12-29,1991-12-04,21
Todd Duffee,Blue,1,1,Orthodox,1,0,0,190.5,198.12,260,1,2012-12-29,1985-12-06,27
John Moraga,Blue,1,0,Orthodox,1,0,0,167.64,167.64,125,1,2012-12-29,1984-03-20,29
Matt Mitrione,Red,0,1,Switch,0,0,1,190.5,208.28,265,5,2012-12-15,1978-07-15,34
Mike Ricci,Red,0,0,Southpaw,0,1,0,182.88,193.04,155,0,2012-12-15,1986-03-18,27
Nick Catone,Red,0,3,Southpaw,0,1,0,182.88,182.88,185,3,2012-12-15,1981-09-01,31
Jonathan Brookins,Red,0,2,Southpaw,0,1,0,182.88,187.96,145,2,2012-12-15,1985-08-13,27
Marcos Vinicius,Red,0,0,Orthodox,1,0,0,175.26,,125,1,2012-12-15,1979-12-05,33
James Head,Red,0,1,Orthodox,1,0,0,185.42,185.42,170,2,2012-12-15,1984-02-09,29
Shane del Rosario,Red,0,1,Southpaw,0,1,0,193.04,,250,0,2012-12-15,1983-09-23,29
Hugo Viana,Blue,1,0,Orthodox,1,0,0,167.64,170.18,135,1,2012-12-15,1982-09-26,30
Rustam Khabilov,Blue,1,0,Orthodox,1,0,0,172.72,185.42,155,0,2012-12-15,1986-11-04,26
Tim Elliott,Blue,1,1,Southpaw,0,1,0,170.18,167.64,125,0,2012-12-15,1986-12-24,26
John Cofer,Red,0,1,Southpaw,0,1,0,175.26,,155,0,2012-12-15,1984-04-29,29
Norman Parke,Blue,1,0,Southpaw,0,1,0,180.34,177.8,155,0,2012-12-14,1986-12-22,26
Brad Scott,Red,0,0,Orthodox,1,0,0,185.42,193.04,170,0,2012-12-14,1989-06-24,23
Manuel Rodriguez,Red,0,0,Orthodox,1,0,0,175.26,,170,0,2012-12-14,1985-04-25,28
Seth Baczynski,Red,0,1,Orthodox,1,0,0,190.5,190.5,170,4,2012-12-14,1981-10-26,31
Rousimar Palhares,Red,0,3,Orthodox,1,0,0,172.72,180.34,170,7,2012-12-14,1980-02-26,33
Ross Pearson,Blue,1,3,Orthodox,1,0,0,172.72,175.26,155,5,2012-12-14,1984-09-26,28
Joey Beltran,Draw,0,5,Orthodox,1,0,0,185.42,190.5,185,3,2012-12-14,1981-12-08,31
Yaotzin Meza,Red,0,0,Orthodox,1,0,0,175.26,180.34,145,0,2012-12-14,1981-02-04,32
Mike Wilkinson,Blue,1,0,Orthodox,1,0,0,170.18,167.64,145,0,2012-12-14,1987-09-15,25
Cody Donovan,Blue,1,0,Orthodox,1,0,0,190.5,187.96,205,0,2012-12-14,1981-02-20,32
Mike Easton,Red,0,0,Southpaw,0,1,0,167.64,177.8,135,3,2012-12-08,1984-01-25,29
Joe Proctor,Red,0,0,Orthodox,1,0,0,177.8,182.88,155,1,2012-12-08,1985-08-10,27
Henry Martinez,Red,0,1,Southpaw,0,1,0,170.18,175.26,155,1,2012-12-08,1983-08-07,29
Alexander Gustafsson,Blue,1,1,Orthodox,1,0,0,195.58,200.66,205,6,2012-12-08,1987-01-15,26
Rory MacDonald,Blue,1,1,Orthodox,1,0,0,182.88,193.04,170,4,2012-12-08,1989-07-22,23
Matt Brown,Blue,1,5,Orthodox,1,0,0,182.88,190.5,170,8,2012-12-08,1981-01-10,32
Nate Diaz,Red,0,5,Southpaw,0,1,0,182.88,193.04,170,11,2012-12-08,1985-04-16,28
Nam Phan,Red,0,3,Orthodox,1,0,0,167.64,177.8,135,2,2012-12-08,1983-03-13,30
Jeremy Stephens,Red,0,7,Orthodox,1,0,0,175.26,180.34,145,7,2012-12-08,1986-05-25,27
Abel Trujillo,Blue,1,0,Orthodox,1,0,0,172.72,177.8,155,0,2012-12-08,1983-09-18,29
John Albert,Red,0,2,Orthodox,1,0,0,172.72,172.72,135,1,2012-12-08,1986-10-13,26
John Makdessi,Blue,1,2,Orthodox,1,0,0,172.72,172.72,155,2,2012-11-17,1985-05-03,28
Alessio Sakara,Red,0,7,Orthodox,1,0,0,182.88,182.88,185,6,2012-11-17,1981-09-02,31
Chad Griggs,Red,0,1,Orthodox,1,0,0,185.42,185.42,205,0,2012-11-17,1978-05-15,35
Pablo Garza,Blue,1,2,Orthodox,1,0,0,185.42,185.42,145,2,2012-11-17,1983-09-16,29
Martin Kampmann,Red,0,4,Orthodox,1,0,0,182.88,182.88,170,11,2012-11-17,1982-04-17,31
Tom Lawlor,Red,0,3,Southpaw,0,1,0,182.88,187.96,205,4,2012-11-17,1983-05-15,30
Carlos Condit,Red,0,1,Orthodox,1,0,0,187.96,190.5,170,5,2012-11-17,1984-04-26,29
Rafael Dos Anjos,Blue,1,4,Southpaw,0,1,0,172.72,177.8,155,6,2012-11-17,1984-10-26,28
Azamat Gashimov,Red,0,0,Orthodox,1,0,0,167.64,,125,0,2012-11-17,1990-04-07,23
Rodrigo Damm,Red,0,0,Orthodox,1,0,0,170.18,180.34,155,1,2012-11-17,1980-02-03,33
John Maguire,Red,0,1,Southpaw,0,1,0,175.26,175.26,155,2,2012-11-17,1983-05-19,29
Darren Elkins,Blue,1,1,Orthodox,1,0,0,177.8,180.34,145,4,2012-11-17,1984-05-16,29
John Lineker,Blue,1,1,Orthodox,1,0,0,160.02,170.18,135,0,2012-11-10,1990-06-12,22
Mac Danzig,Red,0,5,Orthodox,1,0,0,172.72,177.8,155,5,2012-11-10,1980-01-02,33
Jeff Hougland,Red,0,1,Orthodox,1,0,0,170.18,172.72,135,1,2012-11-10,1978-08-02,34
Stanislav Nedkov,Draw,0,0,Orthodox,1,0,0,180.34,180.34,205,1,2012-11-10,1981-12-09,31
Cung Le,Blue,1,1,Southpaw,0,1,0,175.26,177.8,185,1,2012-11-10,1972-05-25,40
Motonobu Tezuka,Red,0,0,Southpaw,0,1,0,170.18,,135,0,2012-11-10,1987-08-29,25
Jon Tuck,Blue,1,0,Orthodox,1,0,0,180.34,185.42,155,0,2012-11-10,1984-08-28,28
Paulo Thiago,Red,0,4,Orthodox,1,0,0,180.34,187.96,170,4,2012-11-10,1981-01-25,32
Tom DeBlass,Red,0,1,Orthodox,1,0,0,182.88,,185,0,2012-11-10,1982-05-14,30
Rick Story,Red,0,3,Southpaw,0,1,0,175.26,180.34,170,7,2012-10-13,1984-08-28,28
Francisco Trinaldo,Red,0,0,Southpaw,0,1,0,175.26,177.8,155,1,2012-10-13,1978-08-24,34
Fabio Maldonado,Red,0,2,Orthodox,1,0,0,185.42,190.5,205,1,2012-10-13,1980-03-17,33
Erick Silva,Red,0,1,Orthodox,1,0,0,182.88,187.96,170,2,2012-10-13,1984-06-21,28
Stephan Bonnar,Red,0,6,Orthodox,1,0,0,193.04,200.66,205,8,2012-10-13,1977-04-04,36
Wagner Prado,Red,0,1,Southpaw,0,1,0,182.88,187.96,205,0,2012-10-13,1986-12-30,26
Dave Herman,Red,0,2,Orthodox,1,0,0,193.04,195.58,242,1,2012-10-13,1984-10-03,28
Sam Sicilia,Red,0,0,Orthodox,1,0,0,172.72,170.18,145,1,2012-10-13,1986-02-01,27
Reza Madadi,Red,0,0,Orthodox,1,0,0,180.34,185.42,155,1,2012-10-13,1978-06-20,34
Renee Forte,Red,0,0,Orthodox,1,0,0,170.18,180.34,155,0,2012-10-13,1987-03-27,26
Joey Gambino,Red,0,1,Orthodox,1,0,0,170.18,,145,0,2012-10-13,1988-10-26,24
Chris Camozzi,Blue,1,2,Orthodox,1,0,0,187.96,190.5,185,4,2012-10-13,1986-11-20,26
Antonio Silva,Blue,1,1,Orthodox,1,0,0,193.04,208.28,264,0,2012-10-05,1979-09-14,33
Justin Edwards,Blue,1,2,Orthodox,1,0,0,177.8,177.8,155,1,2012-10-05,1983-01-26,30
Carlo Prater,Red,0,1,Switch,0,0,1,180.34,182.88,155,1,2012-10-05,1981-06-25,31
Mike Pierce,Blue,1,3,Orthodox,1,0,0,172.72,180.34,170,6,2012-10-05,1980-09-01,32
Jay Hieron,Red,0,2,Orthodox,1,0,0,182.88,190.5,170,0,2012-10-05,1976-07-29,36
Shane Roller,Red,0,3,Orthodox,1,0,0,177.8,182.88,155,2,2012-10-05,1979-07-14,33
Danny Castillo,Red,0,1,Orthodox,1,0,0,175.26,180.34,155,4,2012-10-05,1979-08-25,33
Jussier Formiga,Red,0,0,Orthodox,1,0,0,165.1,170.18,125,0,2012-10-05,1985-04-14,27
Diego Nunes,Blue,1,2,Orthodox,1,0,0,167.64,170.18,145,2,2012-10-05,1982-11-30,30
Phil Harris,Red,0,0,Orthodox,1,0,0,162.56,165.1,125,0,2012-10-05,1983-09-04,29
Stipe Miocic,Red,0,0,Orthodox,1,0,0,193.04,203.2,240,3,2012-09-29,1982-08-19,30
Akira Corassani,Blue,1,0,Orthodox,1,0,0,172.72,172.72,145,0,2012-09-29,1982-08-27,30
Jimi Manuwa,Blue,1,0,Orthodox,1,0,0,185.42,200.66,205,0,2012-09-29,1980-02-18,33
Yves Jabouin,Red,0,1,Orthodox,1,0,0,170.18,172.72,135,3,2012-09-29,1979-05-30,33
Matt Wiman,Blue,1,4,Orthodox,1,0,0,177.8,172.72,155,8,2012-09-29,1983-09-19,29
Duane Ludwig,Red,0,4,Orthodox,1,0,0,177.8,177.8,170,4,2012-09-29,1978-08-04,34
Amir Sadollah,Red,0,3,Orthodox,1,0,0,177.8,190.5,170,6,2012-09-29,1980-08-27,32
John Maguire,Red,0,0,Southpaw,0,1,0,175.26,175.26,155,2,2012-09-29,1983-05-19,29
Brad Tavares,Blue,1,1,Orthodox,1,0,0,185.42,187.96,185,3,2012-09-29,1987-12-21,25
Gunnar Nelson,Blue,1,0,Switch,0,0,1,180.34,182.88,170,0,2012-09-29,1988-07-28,24
Robert Peralta,Blue,1,1,Orthodox,1,0,0,172.72,180.34,145,1,2012-09-29,1986-03-14,27
Vinny Magalhaes,Blue,1,2,Orthodox,1,0,0,190.5,190.5,205,0,2012-09-22,1984-07-02,28
Vitor Belfort,Red,0,5,Southpaw,0,1,0,182.88,187.96,185,10,2012-09-22,1977-04-01,35
Lance Benoist,Red,0,1,Southpaw,0,1,0,180.34,182.88,170,1,2012-09-22,1988-08-26,24
Charles Oliveira,Red,0,3,Orthodox,1,0,0,177.8,187.96,155,4,2012-09-22,1989-10-17,23
Demetrious Johnson,Blue,1,2,Orthodox,1,0,0,160.02,167.64,125,3,2012-09-22,1986-08-13,26
Evan Dunham,Red,0,2,Southpaw,0,1,0,177.8,177.8,155,6,2012-09-22,1981-12-18,31
Brian Stann,Red,0,3,Orthodox,1,0,0,185.42,187.96,205,6,2012-09-22,1980-09-24,32
Roger Hollett,Red,0,0,Orthodox,1,0,0,180.34,,205,0,2012-09-22,1978-10-08,34
Marcus Brimage,Blue,1,0,Southpaw,0,1,0,162.56,180.34,135,2,2012-09-22,1985-04-06,27
Simeon Thoresen,Red,0,0,Orthodox,1,0,0,185.42,200.66,170,1,2012-09-22,1984-03-14,29
Walel Watson,Red,0,2,Orthodox,1,0,0,180.34,190.5,135,1,2012-09-22,1984-07-16,28
Charlie Brenneman,Red,0,3,Orthodox,1,0,0,177.8,177.8,155,4,2012-09-22,1981-02-09,32
Max Holloway,Blue,1,1,Orthodox,1,0,0,180.34,175.26,145,1,2012-08-11,1991-12-04,21
Frankie Edgar,Red,0,3,Orthodox,1,0,0,167.64,172.72,135,9,2012-08-11,1981-10-16,31
Tommy Hayden,Red,0,1,Southpaw,0,1,0,175.26,,145,0,2012-08-11,1986-03-11,26
Melvin Guillard,Red,0,6,Orthodox,1,0,0,175.26,180.34,155,11,2012-08-11,1983-03-30,29
Ed Herman,Draw,0,5,Orthodox,1,0,0,185.42,195.58,205,7,2012-08-11,1980-10-02,32
Erik Perez,Blue,1,0,Orthodox,1,0,0,172.72,172.72,135,1,2012-08-11,1989-11-19,23
Buddy Roberts,Red,0,0,Orthodox,1,0,0,187.96,,185,1,2012-08-11,1982-10-17,30
Michael Kuiper,Blue,1,1,Orthodox,1,0,0,182.88,185.42,185,0,2012-08-11,1989-06-07,23
Eiji Mitsuoka,Red,0,1,Southpaw,0,1,0,170.18,,145,0,2012-08-11,1976-01-01,37
Chico Camus,Blue,1,0,Orthodox,1,0,0,167.64,167.64,125,0,2012-08-11,1985-01-26,28
Rani Yahya,Blue,1,1,Orthodox,1,0,0,167.64,170.18,135,1,2012-08-04,1984-09-12,28
Oli Thompson,Red,0,1,Orthodox,1,0,0,185.42,,242,0,2012-08-04,1980-01-02,33
Jamie Varner,Red,0,1,Orthodox,1,0,0,172.72,180.34,155,2,2012-08-04,1984-10-12,28
Ryan Bader,Red,0,2,Orthodox,1,0,0,187.96,187.96,205,7,2012-08-04,1983-06-07,29
Nam Phan,Blue,1,3,Orthodox,1,0,0,167.64,177.8,135,1,2012-08-04,1983-03-13,29
DaMarques Johnson,Red,0,4,Orthodox,1,0,0,185.42,190.5,170,4,2012-08-04,1982-06-28,30
Brandon Vera,Red,0,6,Orthodox,1,0,0,190.5,198.12,230,8,2012-08-04,1977-10-10,35
Wagner Prado,Draw,0,0,Southpaw,0,1,0,182.88,187.96,205,0,2012-08-04,1986-12-30,26
Ulysses Gomez,Red,0,0,Orthodox,1,0,0,167.64,,125,0,2012-08-04,1983-05-25,29
Michihiro Omigawa,Red,0,5,Orthodox,1,0,0,167.64,172.72,145,1,2012-08-04,1975-12-19,37
Ryan Jimmo,Blue,1,0,Orthodox,1,0,0,185.42,185.42,205,0,2012-07-21,1981-11-27,31
Francisco Rivera,Draw,0,1,Orthodox,1,0,0,172.72,177.8,135,1,2012-07-21,1981-10-08,31
James Head,Blue,1,1,Orthodox,1,0,0,185.42,185.42,170,1,2012-07-21,1984-02-09,28
Matthew Riddle,Draw,0,3,Southpaw,0,1,0,185.42,193.04,170,6,2012-07-21,1986-01-14,27
Nick Ring,Blue,1,1,Southpaw,0,1,0,182.88,187.96,185,2,2012-07-21,1979-02-10,33
Tim Boetsch,Blue,1,3,Orthodox,1,0,0,182.88,187.96,185,6,2012-07-21,1981-01-28,31
Shawn Jordan,Red,0,0,Southpaw,0,1,0,182.88,190.5,260,1,2012-07-21,1984-10-21,28
Renan Barao,Blue,1,0,Orthodox,1,0,0,167.64,177.8,145,3,2012-07-21,1987-01-31,25
Daniel Pineda,Red,0,1,Orthodox,1,0,0,170.18,175.26,145,2,2012-07-21,1985-08-06,27
Mitch Gagnon,Red,0,0,Southpaw,0,1,0,165.1,165.1,135,0,2012-07-21,1984-10-10,28
Anton Kuivanen,Blue,1,1,Orthodox,1,0,0,172.72,182.88,155,0,2012-07-21,1984-05-01,28
Alex Caceres,Blue,1,3,Southpaw,0,1,0,177.8,185.42,145,1,2012-07-11,1988-06-20,24
Kenny Robertson,Red,0,1,Orthodox,1,0,0,177.8,187.96,170,0,2012-07-11,1984-02-14,28
Josh Ferguson,Red,0,1,Orthodox,1,0,0,165.1,,125,0,2012-07-11,1988-05-13,24
Vaughan Lee,Red,0,1,Orthodox,1,0,0,167.64,167.64,125,1,2012-07-11,1982-10-15,30
Joey Beltran,Red,0,4,Orthodox,1,0,0,185.42,190.5,185,3,2012-07-11,1981-12-08,31
Chris Weidman,Blue,1,0,Orthodox,1,0,0,187.96,198.12,185,4,2012-07-11,1984-06-17,28
Anthony Njokuani,Red,0,2,Orthodox,1,0,0,185.42,190.5,155,2,2012-07-11,1980-03-01,32
Francis Carmont,Blue,1,0,Orthodox,1,0,0,190.5,198.12,205,2,2012-07-11,1981-10-11,31
Andrew Craig,Blue,1,0,Orthodox,1,0,0,185.42,193.04,170,1,2012-07-11,1986-01-15,26
Dan Stittgen,Red,0,1,Orthodox,1,0,0,185.42,,170,0,2012-07-11,1980-11-17,32
Issei Tamura,Red,0,0,Orthodox,1,0,0,165.1,160.02,135,1,2012-07-11,1984-03-12,28
Cody McKenzie,Red,0,2,Switch,0,0,1,182.88,182.88,155,2,2012-07-07,1987-12-16,25
Demian Maia,Blue,1,4,Southpaw,0,1,0,185.42,182.88,170,9,2012-07-07,1977-11-06,35
Chael Sonnen,Red,0,4,Southpaw,0,1,0,185.42,185.42,205,6,2012-07-07,1977-04-03,35
Fabricio Camoes,Red,0,2,Orthodox,1,0,0,177.8,180.34,155,1,2012-07-07,1978-12-23,34
Khabib Nurmagomedov,Blue,1,0,Orthodox,1,0,0,177.8,177.8,155,1,2012-07-07,1988-09-20,24
Mike Easton,Blue,1,0,Southpaw,0,1,0,167.64,177.8,135,2,2012-07-07,1984-01-25,28
Patrick Cote,Red,0,7,Orthodox,1,0,0,180.34,190.5,170,4,2012-07-07,1980-02-29,32
Tito Ortiz,Red,0,11,Orthodox,1,0,0,190.5,187.96,205,15,2012-07-07,1975-01-23,37
Riki Fukuda,Red,0,1,Southpaw,0,1,0,182.88,185.42,185,1,2012-07-07,1981-01-06,32
Shane Roller,Blue,1,3,Orthodox,1,0,0,177.8,182.88,155,1,2012-07-07,1979-07-14,33
Yoislandy Izquierdo,Red,0,1,Southpaw,0,1,0,180.34,,155,0,2012-07-07,1984-01-09,28
Sergio Moraes,Red,0,0,Orthodox,1,0,0,182.88,182.88,170,0,2012-06-23,1982-07-23,30
Rony Jason,Blue,1,0,Orthodox,1,0,0,170.18,185.42,145,0,2012-06-23,1984-03-21,28
Rich Franklin,Blue,1,5,Southpaw,0,1,0,185.42,193.04,185,13,2012-06-23,1974-10-05,38
Mike Russow,Red,0,0,Orthodox,1,0,0,185.42,185.42,255,4,2012-06-23,1976-09-11,36
Hugo Viana,Blue,1,0,Orthodox,1,0,0,167.64,170.18,135,0,2012-06-23,1982-09-26,30
Francisco Trinaldo,Blue,1,0,Southpaw,0,1,0,175.26,177.8,155,0,2012-06-23,1978-08-24,34
Hacran Dias,Blue,1,0,Orthodox,1,0,0,172.72,175.26,155,0,2012-06-23,1984-06-16,28
Rodrigo Damm,Blue,1,0,Orthodox,1,0,0,170.18,180.34,155,0,2012-06-23,1980-02-03,32
Wagner Campos,Red,0,0,Southpaw,0,1,0,167.64,,145,0,2012-06-23,1981-07-31,31
Leonardo Mafra,Red,0,0,Orthodox,1,0,0,177.8,177.8,155,0,2012-06-23,1989-04-25,23
Milton Vieira,Draw,0,0,Orthodox,1,0,0,182.88,,145,0,2012-06-23,1978-10-04,34
Cub Swanson,Blue,1,1,Orthodox,1,0,0,172.72,177.8,145,1,2012-06-22,1983-11-02,29
TJ Waldburger,Red,0,1,Orthodox,1,0,0,180.34,190.5,170,3,2012-06-22,1988-04-25,24
Ricardo Lamas,Blue,1,0,Orthodox,1,0,0,172.72,180.34,145,2,2012-06-22,1982-05-21,30
Joey Gambino,Red,0,0,Orthodox,1,0,0,170.18,,145,0,2012-06-22,1988-10-26,24
Clay Guida,Red,0,6,Orthodox,1,0,0,170.18,177.8,155,9,2012-06-22,1981-12-08,31
Brock Jardine,Red,0,0,Orthodox,1,0,0,180.34,,170,0,2012-06-22,1985-07-10,27
Spencer Fisher,Red,0,7,Southpaw,0,1,0,170.18,172.72,155,9,2012-06-22,1976-05-09,36
CJ Keith,Red,0,0,Orthodox,1,0,0,182.88,,155,0,2012-06-22,1986-08-09,26
Dustin Pague,Red,0,1,Orthodox,1,0,0,175.26,187.96,135,1,2012-06-22,1987-08-05,25
Luis Ramos,Red,0,1,Orthodox,1,0,0,172.72,,170,0,2012-06-22,1981-01-18,31
Chris Camozzi,Blue,1,2,Orthodox,1,0,0,187.96,190.5,185,3,2012-06-22,1986-11-20,26
Ricardo Funch,Red,0,3,Southpaw,0,1,0,177.8,187.96,170,0,2012-06-22,1980-08-14,32
Charlie Brenneman,Red,0,2,Orthodox,1,0,0,177.8,177.8,155,4,2012-06-08,1981-02-09,31
Josh Neer,Red,0,6,Orthodox,1,0,0,180.34,182.88,170,6,2012-06-08,1983-03-24,29
Lance Benoist,Red,0,0,Southpaw,0,1,0,180.34,182.88,170,1,2012-06-08,1988-08-26,24
Scott Jorgensen,Red,0,1,Orthodox,1,0,0,165.1,167.64,135,2,2012-06-08,1982-09-17,30
Jared Papazian,Red,0,1,Southpaw,0,1,0,172.72,170.18,135,0,2012-06-08,1988-02-01,24
Ian McCall,Red,0,1,Orthodox,1,0,0,165.1,162.56,125,0,2012-06-08,1984-05-07,28
Matt Grice,Blue,1,4,Orthodox,1,0,0,172.72,177.8,145,1,2012-06-08,1981-07-29,31
Carlos Eduardo Rocha,Red,0,1,Orthodox,1,0,0,177.8,185.42,170,1,2012-06-08,1981-07-12,31
Caio Magalhaes,Red,0,0,Orthodox,1,0,0,185.42,185.42,185,0,2012-06-08,1987-12-14,24
Bernardo Magalhaes,Red,0,1,Orthodox,1,0,0,175.26,,155,0,2012-06-08,1981-04-08,31
